bacteria;replicon;gene;start;end;length
ESCO.0722.00170;ESCO.0722.00170.0037;ESCO.0722.00170.0037i_04233;36665;39115;2450
ESCO.0722.00170;ESCO.0722.00170.0040;ESCO.0722.00170.0040i_04361;7985;8260;275
ESCO.0722.00170;ESCO.0722.00170.0048;ESCO.0722.00170.0048i_04617;19571;20605;1034
ESCO.0722.00170;ESCO.0722.00170.0157;ESCO.0722.00170.0157b_04841;3;242;239
ESCO.0722.00170;ESCO.0722.00170.0007;ESCO.0722.00170.0007i_01194;16642;16938;296
ESCO.0722.00170;ESCO.0722.00170.0010;ESCO.0722.00170.0010i_01994;90949;91956;1007
ESCO.0722.00170;ESCO.0722.00170.0021;ESCO.0722.00170.0021i_03210;92261;92710;449
ESCO.0722.00170;ESCO.0722.00170.0031;ESCO.0722.00170.0031i_03946;45858;46076;218
ESCO.0722.00170;ESCO.0722.00170.0040;ESCO.0722.00170.0040i_04362;8257;8400;143
ESCO.0722.00170;ESCO.0722.00170.0048;ESCO.0722.00170.0048i_04618;20641;21480;839
ESCO.0722.00170;ESCO.0722.00170.0001;ESCO.0722.00170.0001i_00143;157272;158411;1139
ESCO.0722.00170;ESCO.0722.00170.0007;ESCO.0722.00170.0007i_01199;19378;20334;956
ESCO.0722.00170;ESCO.0722.00170.0010;ESCO.0722.00170.0010i_01999;95160;95426;266
ESCO.0722.00170;ESCO.0722.00170.0019;ESCO.0722.00170.0019i_02927;71756;73105;1349
ESCO.0722.00170;ESCO.0722.00170.0019;ESCO.0722.00170.0019i_02959;108313;108642;329
ESCO.0722.00170;ESCO.0722.00170.0029;ESCO.0722.00170.0029b_03791;2;397;395
ESCO.0722.00170;ESCO.0722.00170.0040;ESCO.0722.00170.0040i_04399;32241;34355;2114
ESCO.0722.00170;ESCO.0722.00170.0048;ESCO.0722.00170.0048b_04623;28605;29102;497
ESCO.0722.00170;ESCO.0722.00170.0164;ESCO.0722.00170.0164b_04847;2;232;230
ESCO.0722.00170;ESCO.0722.00170.0002;ESCO.0722.00170.0002i_00485;49991;51505;1514
ESCO.0722.00170;ESCO.0722.00170.0003;ESCO.0722.00170.0003i_00549;21958;22278;320
ESCO.0722.00170;ESCO.0722.00170.0004;ESCO.0722.00170.0004i_00677;136096;136431;335
ESCO.0722.00170;ESCO.0722.00170.0008;ESCO.0722.00170.0008i_01477;13953;14831;878
ESCO.0722.00170;ESCO.0722.00170.0015;ESCO.0722.00170.0015b_02597;2998;3618;620
ESCO.0722.00170;ESCO.0722.00170.0040;ESCO.0722.00170.0040i_04357;6262;6768;506
ESCO.0722.00170;ESCO.0722.00170.0059;ESCO.0722.00170.0059b_04709;143;1102;959
ESCO.0722.00170;ESCO.0722.00170.0125;ESCO.0722.00170.0125b_04805;200;334;134
ESCO.0722.00170;ESCO.0722.00170.0153;ESCO.0722.00170.0153b_04837;1;258;257
ESCO.0722.00170;ESCO.0722.00170.0002;ESCO.0722.00170.0002i_00486;51532;51744;212
ESCO.0722.00170;ESCO.0722.00170.0003;ESCO.0722.00170.0003i_00550;22375;23379;1004
ESCO.0722.00170;ESCO.0722.00170.0008;ESCO.0722.00170.0008i_01478;14837;15247;410
ESCO.0722.00170;ESCO.0722.00170.0009;ESCO.0722.00170.0009i_01894;215787;216137;350
ESCO.0722.00170;ESCO.0722.00170.0025;ESCO.0722.00170.0025i_03558;35429;35674;245
ESCO.0722.00170;ESCO.0722.00170.0048;ESCO.0722.00170.0048i_04614;18381;18728;347
ESCO.0722.00170;ESCO.0722.00170.0002;ESCO.0722.00170.0002i_00487;51881;52747;866
ESCO.0722.00170;ESCO.0722.00170.0009;ESCO.0722.00170.0009i_01895;216317;216889;572
ESCO.0722.00170;ESCO.0722.00170.0019;ESCO.0722.00170.0019i_02887;19862;19954;92
ESCO.0722.00170;ESCO.0722.00170.0048;ESCO.0722.00170.0048i_04615;18837;19037;200
ESCO.0722.00170;ESCO.0722.00170.0155;ESCO.0722.00170.0155b_04839;130;249;119
ESCO.0722.00170;ESCO.0722.00170.0195;ESCO.0722.00170.0195b_04871;1;123;122
ESCO.0722.00170;ESCO.0722.00170.0001;ESCO.0722.00170.0001i_00346;398579;399124;545
ESCO.0722.00170;ESCO.0722.00170.0019;ESCO.0722.00170.0019i_02874;5655;6218;563
ESCO.0722.00170;ESCO.0722.00170.0002;ESCO.0722.00170.0002i_00475;39732;40022;290
ESCO.0722.00170;ESCO.0722.00170.0007;ESCO.0722.00170.0007i_01211;41471;41641;170
ESCO.0722.00170;ESCO.0722.00170.0031;ESCO.0722.00170.0031i_03931;34458;34895;437
ESCO.0722.00170;ESCO.0722.00170.0040;ESCO.0722.00170.0040i_04347;2035;2334;299
ESCO.0722.00170;ESCO.0722.00170.0043;ESCO.0722.00170.0043b_04475;34393;34872;479
ESCO.0722.00170;ESCO.0722.00170.0089;ESCO.0722.00170.0089b_04763;1;720;719
ESCO.0722.00170;ESCO.0722.00170.0002;ESCO.0722.00170.0002i_00476;40137;40721;584
ESCO.0722.00170;ESCO.0722.00170.0007;ESCO.0722.00170.0007i_01212;42843;43586;743
ESCO.0722.00170;ESCO.0722.00170.0118;ESCO.0722.00170.0118b_04796;186;359;173
ESCO.0722.00170;ESCO.0722.00170.0002;ESCO.0722.00170.0002i_00471;36555;36662;107
ESCO.0722.00170;ESCO.0722.00170.0007;ESCO.0722.00170.0007i_01207;34012;34887;875
ESCO.0722.00170;ESCO.0722.00170.0031;ESCO.0722.00170.0031i_03927;32222;32665;443
ESCO.0722.00170;ESCO.0722.00170.0053;ESCO.0722.00170.0053b_04695;5816;6280;464
ESCO.0722.00170;ESCO.0722.00170.0115;ESCO.0722.00170.0115b_04791;2;175;173
ESCO.0722.00170;ESCO.0722.00170.0002;ESCO.0722.00170.0002i_00472;36688;37398;710
ESCO.0722.00170;ESCO.0722.00170.0007;ESCO.0722.00170.0007i_01208;34874;37354;2480
ESCO.0722.00170;ESCO.0722.00170.0031;ESCO.0722.00170.0031i_03928;32682;33059;377
ESCO.0722.00170;ESCO.0722.00170.0044;ESCO.0722.00170.0044i_04504;31165;31509;344
ESCO.0722.00170;ESCO.0722.00170.0087;ESCO.0722.00170.0087b_04760;2;451;449
ESCO.0722.00170;ESCO.0722.00170.0007;ESCO.0722.00170.0007i_01209;37354;40461;3107
ESCO.0722.00170;ESCO.0722.00170.0030;ESCO.0722.00170.0030i_03865;56262;56654;392
ESCO.0722.00170;ESCO.0722.00170.0031;ESCO.0722.00170.0031i_03929;33063;33545;482
ESCO.0722.00170;ESCO.0722.00170.0044;ESCO.0722.00170.0044i_04505;31568;31768;200
ESCO.0722.00170;ESCO.0722.00170.0001;ESCO.0722.00170.0001i_00003;2795;3574;779
ESCO.0722.00170;ESCO.0722.00170.0002;ESCO.0722.00170.0002i_00483;46551;48692;2141
ESCO.0722.00170;ESCO.0722.00170.0003;ESCO.0722.00170.0003b_00515;3;1187;1184
ESCO.0722.00170;ESCO.0722.00170.0003;ESCO.0722.00170.0003i_00547;21344;21550;206
ESCO.0722.00170;ESCO.0722.00170.0031;ESCO.0722.00170.0031i_03939;41544;43895;2351
ESCO.0722.00170;ESCO.0722.00170.0074;ESCO.0722.00170.0074b_04739;3;1097;1094
ESCO.0722.00170;ESCO.0722.00170.0151;ESCO.0722.00170.0151b_04835;3;269;266
ESCO.0722.00170;ESCO.0722.00170.0002;ESCO.0722.00170.0002i_00484;49034;49732;698
ESCO.0722.00170;ESCO.0722.00170.0003;ESCO.0722.00170.0003i_00548;21557;21844;287
ESCO.0722.00170;ESCO.0722.00170.0020;ESCO.0722.00170.0020i_03108;106755;107696;941
ESCO.0722.00170;ESCO.0722.00170.0028;ESCO.0722.00170.0028i_03780;80972;81994;1022
ESCO.0722.00170;ESCO.0722.00170.0059;ESCO.0722.00170.0059b_04708;1;162;161
ESCO.0722.00170;ESCO.0722.00170.0097;ESCO.0722.00170.0097b_04772;3;530;527
ESCO.0722.00170;ESCO.0722.00170.0001;ESCO.0722.00170.0001i_00146;162574;163311;737
ESCO.0722.00170;ESCO.0722.00170.0007;ESCO.0722.00170.0007i_01202;22806;24989;2183
ESCO.0722.00170;ESCO.0722.00170.0010;ESCO.0722.00170.0010i_02002;97538;98572;1034
ESCO.0722.00170;ESCO.0722.00170.0030;ESCO.0722.00170.0030i_03826;33171;33335;164
ESCO.0722.00170;ESCO.0722.00170.0111;ESCO.0722.00170.0111b_04786;3;113;110
ESCO.0722.00170;ESCO.0722.00170.0001;ESCO.0722.00170.0001i_00147;163951;164625;674
ESCO.0722.00170;ESCO.0722.00170.0007;ESCO.0722.00170.0007i_01203;24982;25512;530
ESCO.0722.00170;ESCO.0722.00170.0010;ESCO.0722.00170.0010i_02003;99066;100256;1190
ESCO.0722.00170;ESCO.0722.00170.0030;ESCO.0722.00170.0030i_03827;33335;33442;107
ESCO.0722.00170;ESCO.0722.00170.0031;ESCO.0722.00170.0031i_03923;31102;31353;251
ESCO.0722.00170;ESCO.0722.00170.0040;ESCO.0722.00170.0040i_04371;11714;12544;830
ESCO.0722.00170;ESCO.0722.00170.0040;ESCO.0722.00170.0040i_04403;35536;35682;146
ESCO.0722.00170;ESCO.0722.00170.0003;ESCO.0722.00170.0003i_00532;12955;13224;269
ESCO.0722.00170;ESCO.0722.00170.0007;ESCO.0722.00170.0007i_01204;25524;29960;4436
ESCO.0722.00170;ESCO.0722.00170.0030;ESCO.0722.00170.0030i_03860;54282;54404;122
ESCO.0722.00170;ESCO.0722.00170.0031;ESCO.0722.00170.0031i_03924;31313;31429;116
ESCO.0722.00170;ESCO.0722.00170.0112;ESCO.0722.00170.0112b_04788;3;386;383
ESCO.0722.00170;ESCO.0722.00170.0169;ESCO.0722.00170.0169b_04852;3;218;215
ESCO.0722.00170;ESCO.0722.00170.0214;ESCO.0722.00170.0214b_04884;1;81;80
ESCO.0722.00170;ESCO.0722.00170.0002;ESCO.0722.00170.0002i_00477;40660;41280;620
ESCO.0722.00170;ESCO.0722.00170.0003;ESCO.0722.00170.0003i_00541;19579;19995;416
ESCO.0722.00170;ESCO.0722.00170.0040;ESCO.0722.00170.0040i_04349;2770;3399;629
ESCO.0722.00170;ESCO.0722.00170.0048;ESCO.0722.00170.0048i_04605;10642;11316;674
ESCO.0722.00170;ESCO.0722.00170.0001;ESCO.0722.00170.0001i_00190;209957;210079;122
ESCO.0722.00170;ESCO.0722.00170.0002;ESCO.0722.00170.0002i_00478;41378;41497;119
ESCO.0722.00170;ESCO.0722.00170.0002;ESCO.0722.00170.0002i_00479;41442;42224;782
ESCO.0722.00170;ESCO.0722.00170.0040;ESCO.0722.00170.0040i_04351;4167;4745;578
ESCO.0722.00170;ESCO.0722.00170.0001;ESCO.0722.00170.0001i_00142;156237;157226;989
ESCO.0722.00170;ESCO.0722.00170.0007;ESCO.0722.00170.0007i_01198;19046;19279;233
ESCO.0722.00170;ESCO.0722.00170.0008;ESCO.0722.00170.0008i_01614;148334;149986;1652
ESCO.0722.00170;ESCO.0722.00170.0010;ESCO.0722.00170.0010i_01998;94197;94991;794
ESCO.0722.00170;ESCO.0722.00170.0040;ESCO.0722.00170.0040i_04398;30970;32241;1271
ESCO.0722.00170;ESCO.0722.00170.0048;ESCO.0722.00170.0048i_04622;26559;28538;1979
ESCO.0722.00170;ESCO.0722.00170.0007;ESCO.0722.00170.0007i_01195;17482;17901;419
ESCO.0722.00170;ESCO.0722.00170.0010;ESCO.0722.00170.0010i_01995;92108;92536;428
ESCO.0722.00170;ESCO.0722.00170.0020;ESCO.0722.00170.0020i_03115;111734;113281;1547
ESCO.0722.00170;ESCO.0722.00170.0031;ESCO.0722.00170.0031i_03947;46069;46263;194
ESCO.0722.00170;ESCO.0722.00170.0040;ESCO.0722.00170.0040i_04363;8568;8810;242
ESCO.0722.00170;ESCO.0722.00170.0048;ESCO.0722.00170.0048i_04619;21483;22037;554
ESCO.0722.00170;ESCO.0722.00170.0159;ESCO.0722.00170.0159b_04843;3;242;239
ESCO.0722.00170;ESCO.0722.00170.0201;ESCO.0722.00170.0201b_04875;3;110;107
ESCO.0722.00170;ESCO.0722.00170.0007;ESCO.0722.00170.0007i_01196;17901;18008;107
ESCO.0722.00170;ESCO.0722.00170.0010;ESCO.0722.00170.0010i_01996;92618;94009;1391
ESCO.0722.00170;ESCO.0722.00170.0048;ESCO.0722.00170.0048i_04620;22037;25273;3236
ESCO.0722.00170;ESCO.0722.00170.0129;ESCO.0722.00170.0129b_04812;3;332;329
ESCO.0722.00170;ESCO.0722.00170.0001;ESCO.0722.00170.0001i_00013;15902;16303;401
ESCO.0722.00170;ESCO.0722.00170.0001;ESCO.0722.00170.0001i_00141;154875;155867;992
ESCO.0722.00170;ESCO.0722.00170.0001;ESCO.0722.00170.0001i_00205;221635;222171;536
ESCO.0722.00170;ESCO.0722.00170.0007;ESCO.0722.00170.0007i_01197;18539;18829;290
ESCO.0722.00170;ESCO.0722.00170.0010;ESCO.0722.00170.0010i_01997;94012;94185;173
ESCO.0722.00170;ESCO.0722.00170.0019;ESCO.0722.00170.0019b_02989;126437;126871;434
ESCO.0722.00170;ESCO.0722.00170.0020;ESCO.0722.00170.0020i_03117;114906;115142;236
ESCO.0722.00170;ESCO.0722.00170.0030;ESCO.0722.00170.0030i_03853;51423;51611;188
ESCO.0722.00170;ESCO.0722.00170.0040;ESCO.0722.00170.0040i_04365;9242;9574;332
ESCO.0722.00170;ESCO.0722.00170.0048;ESCO.0722.00170.0048i_04621;25273;26559;1286
ESCO.0722.00170;ESCO.0722.00170.0081;ESCO.0722.00170.0081b_04749;1;165;164
ESCO.0722.00201;ESCO.0722.00201.0029;ESCO.0722.00201.0029i_03706;35192;36016;824
ESCO.0722.00201;ESCO.0722.00201.0029;ESCO.0722.00201.0029i_03770;98929;99528;599
ESCO.0722.00201;ESCO.0722.00201.0032;ESCO.0722.00201.0032i_03994;45235;45633;398
ESCO.0722.00201;ESCO.0722.00201.0079;ESCO.0722.00201.0079b_04794;261;1172;911
ESCO.0722.00201;ESCO.0722.00201.0205;ESCO.0722.00201.0205b_04986;3;272;269
ESCO.0722.00201;ESCO.0722.00201.0238;ESCO.0722.00201.0238b_05018;47;226;179
ESCO.0722.00201;ESCO.0722.00201.0009;ESCO.0722.00201.0009i_01275;61886;62446;560
ESCO.0722.00201;ESCO.0722.00201.0011;ESCO.0722.00201.0011b_01627;3;416;413
ESCO.0722.00201;ESCO.0722.00201.0102;ESCO.0722.00201.0102b_04859;1174;1332;158
ESCO.0722.00201;ESCO.0722.00201.0141;ESCO.0722.00201.0141b_04923;2;649;647
ESCO.0722.00201;ESCO.0722.00201.0011;ESCO.0722.00201.0011i_01642;13607;14257;650
ESCO.0722.00201;ESCO.0722.00201.0154;ESCO.0722.00201.0154b_04938;3;173;170
ESCO.0722.00201;ESCO.0722.00201.0257;ESCO.0722.00201.0257b_05034;3;206;203
ESCO.0722.00201;ESCO.0722.00201.0297;ESCO.0722.00201.0297b_05066;2;115;113
ESCO.0722.00201;ESCO.0722.00201.0011;ESCO.0722.00201.0011i_01643;14564;15604;1040
ESCO.0722.00201;ESCO.0722.00201.0188;ESCO.0722.00201.0188b_04971;213;305;92
ESCO.0722.00201;ESCO.0722.00201.0010;ESCO.0722.00201.0010b_01388;3;1382;1379
ESCO.0722.00201;ESCO.0722.00201.0029;ESCO.0722.00201.0029i_03660;1952;2476;524
ESCO.0722.00201;ESCO.0722.00201.0156;ESCO.0722.00201.0156b_04940;304;420;116
ESCO.0722.00201;ESCO.0722.00201.0258;ESCO.0722.00201.0258b_05036;79;204;125
ESCO.0722.00201;ESCO.0722.00201.0036;ESCO.0722.00201.0036i_04223;33523;33786;263
ESCO.0722.00201;ESCO.0722.00201.0144;ESCO.0722.00201.0144b_04927;3;419;416
ESCO.0722.00201;ESCO.0722.00201.0283;ESCO.0722.00201.0283b_05055;3;134;131
ESCO.0722.00201;ESCO.0722.00201.0332;ESCO.0722.00201.0332b_05087;3;80;77
ESCO.0722.00201;ESCO.0722.00201.0039;ESCO.0722.00201.0039i_04384;29663;30169;506
ESCO.0722.00201;ESCO.0722.00201.0178;ESCO.0722.00201.0178b_04960;1;327;326
ESCO.0722.00201;ESCO.0722.00201.0285;ESCO.0722.00201.0285b_05056;3;134;131
ESCO.0722.00201;ESCO.0722.00201.0003;ESCO.0722.00201.0003i_00498;18249;18860;611
ESCO.0722.00201;ESCO.0722.00201.0029;ESCO.0722.00201.0029i_03666;4794;5315;521
ESCO.0722.00201;ESCO.0722.00201.0196;ESCO.0722.00201.0196b_04978;1;288;287
ESCO.0722.00201;ESCO.0722.00201.0313;ESCO.0722.00201.0313b_05074;2;106;104
ESCO.0722.00201;ESCO.0722.00201.0003;ESCO.0722.00201.0003i_00499;18871;19347;476
ESCO.0722.00201;ESCO.0722.00201.0029;ESCO.0722.00201.0029i_03667;5312;5635;323
ESCO.0722.00201;ESCO.0722.00201.0029;ESCO.0722.00201.0029i_03699;30739;31833;1094
ESCO.0722.00201;ESCO.0722.00201.0134;ESCO.0722.00201.0134b_04915;1;681;680
ESCO.0722.00201;ESCO.0722.00201.0163;ESCO.0722.00201.0163b_04947;2;397;395
ESCO.0722.00201;ESCO.0722.00201.0230;ESCO.0722.00201.0230b_05011;162;239;77
ESCO.0722.00201;ESCO.0722.00201.0025;ESCO.0722.00201.0025b_03316;3;464;461
ESCO.0722.00201;ESCO.0722.00201.0029;ESCO.0722.00201.0029i_03668;5637;6167;530
ESCO.0722.00201;ESCO.0722.00201.0029;ESCO.0722.00201.0029i_03732;61513;63207;1694
ESCO.0722.00201;ESCO.0722.00201.0264;ESCO.0722.00201.0264b_05044;3;170;167
ESCO.0722.00201;ESCO.0722.00201.0029;ESCO.0722.00201.0029i_03705;34404;35144;740
ESCO.0722.00201;ESCO.0722.00201.0029;ESCO.0722.00201.0029i_03769;98425;98913;488
ESCO.0722.00201;ESCO.0722.00201.0088;ESCO.0722.00201.0088b_04825;1983;2096;113
ESCO.0722.00201;ESCO.0722.00201.0139;ESCO.0722.00201.0139b_04921;1;654;653
ESCO.0722.00201;ESCO.0722.00201.0235;ESCO.0722.00201.0235b_05017;122;232;110
ESCO.0722.00201;ESCO.0722.00201.0272;ESCO.0722.00201.0272b_05049;2;151;149
ESCO.0722.00201;ESCO.0722.00201.0029;ESCO.0722.00201.0029i_03663;3555;4130;575
ESCO.0722.00201;ESCO.0722.00201.0084;ESCO.0722.00201.0084b_04815;2622;3233;611
ESCO.0722.00201;ESCO.0722.00201.0193;ESCO.0722.00201.0193b_04975;1;294;293
ESCO.0722.00201;ESCO.0722.00201.0060;ESCO.0722.00201.0060b_04688;1;474;473
ESCO.0722.00201;ESCO.0722.00201.0194;ESCO.0722.00201.0194b_04976;2;289;287
ESCO.0722.00201;ESCO.0722.00201.0228;ESCO.0722.00201.0228b_05008;157;240;83
ESCO.0722.00201;ESCO.0722.00201.0310;ESCO.0722.00201.0310b_05072;1;108;107
ESCO.0722.00201;ESCO.0722.00201.0003;ESCO.0722.00201.0003i_00497;17743;18150;407
ESCO.0722.00201;ESCO.0722.00201.0023;ESCO.0722.00201.0023b_03057;1;123;122
ESCO.0722.00201;ESCO.0722.00201.0063;ESCO.0722.00201.0063b_04721;6609;6743;134
ESCO.0722.00201;ESCO.0722.00201.0085;ESCO.0722.00201.0085b_04817;762;3122;2360
ESCO.0722.00201;ESCO.0722.00201.0229;ESCO.0722.00201.0229b_05009;3;110;107
ESCO.0722.00201;ESCO.0722.00201.0029;ESCO.0722.00201.0029i_03780;104891;105109;218
ESCO.0722.00201;ESCO.0722.00201.0106;ESCO.0722.00201.0106b_04868;1026;1208;182
ESCO.0722.00201;ESCO.0722.00201.0029;ESCO.0722.00201.0029i_03781;105762;105983;221
ESCO.0722.00201;ESCO.0722.00201.0082;ESCO.0722.00201.0082b_04805;3771;3863;92
ESCO.0722.00201;ESCO.0722.00201.0252;ESCO.0722.00201.0252b_05029;22;210;188
ESCO.0722.00201;ESCO.0722.00201.0291;ESCO.0722.00201.0291b_05061;2;127;125
ESCO.0722.00201;ESCO.0722.00201.0340;ESCO.0722.00201.0340b_05093;1;72;71
ESCO.0722.00201;ESCO.0722.00201.0029;ESCO.0722.00201.0029i_03782;106651;106836;185
ESCO.0722.00201;ESCO.0722.00201.0083;ESCO.0722.00201.0083b_04806;179;958;779
ESCO.0722.00201;ESCO.0722.00201.0150;ESCO.0722.00201.0150b_04934;2;490;488
ESCO.0722.00201;ESCO.0722.00201.0184;ESCO.0722.00201.0184b_04966;2;310;308
ESCO.0722.00201;ESCO.0722.00201.0253;ESCO.0722.00201.0253b_05030;3;209;206
ESCO.0722.00201;ESCO.0722.00201.0039;ESCO.0722.00201.0039i_04353;1998;4460;2462
ESCO.0722.00201;ESCO.0722.00201.0050;ESCO.0722.00201.0050b_04578;2;118;116
ESCO.0722.00201;ESCO.0722.00201.0146;ESCO.0722.00201.0146b_04930;277;564;287
ESCO.0722.00201;ESCO.0722.00201.0180;ESCO.0722.00201.0180b_04962;3;323;320
ESCO.0722.00201;ESCO.0722.00201.0249;ESCO.0722.00201.0249b_05026;2;214;212
ESCO.0722.00201;ESCO.0722.00201.0288;ESCO.0722.00201.0288b_05058;2;130;128
ESCO.0722.00201;ESCO.0722.00201.0005;ESCO.0722.00201.0005i_01091;30517;30804;287
ESCO.0722.00201;ESCO.0722.00201.0338;ESCO.0722.00201.0338b_05091;1;72;71
ESCO.0722.00201;ESCO.0722.00201.0029;ESCO.0722.00201.0029i_03661;2490;3344;854
ESCO.0722.00201;ESCO.0722.00201.0129;ESCO.0722.00201.0129b_04909;724;783;59
ESCO.0722.00201;ESCO.0722.00201.0158;ESCO.0722.00201.0158b_04941;1;414;413
ESCO.0722.00201;ESCO.0722.00201.0029;ESCO.0722.00201.0029i_03662;3341;3562;221
ESCO.0722.00201;ESCO.0722.00201.0096;ESCO.0722.00201.0096b_04846;1230;1685;455
ESCO.0722.00201;ESCO.0722.00201.0112;ESCO.0722.00201.0112b_04878;3;1100;1097
ESCO.0722.00201;ESCO.0722.00201.0009;ESCO.0722.00201.0009i_01276;62443;64203;1760
ESCO.0722.00201;ESCO.0722.00201.0029;ESCO.0722.00201.0029i_03708;36946;37146;200
ESCO.0722.00201;ESCO.0722.00201.0029;ESCO.0722.00201.0029i_03740;66951;67463;512
ESCO.0722.00201;ESCO.0722.00201.0103;ESCO.0722.00201.0103b_04860;2;67;65
ESCO.0722.00201;ESCO.0722.00201.0173;ESCO.0722.00201.0173b_04956;1;318;317
ESCO.0722.00201;ESCO.0722.00201.0208;ESCO.0722.00201.0208b_04988;1;267;266
ESCO.0722.00201;ESCO.0722.00201.0240;ESCO.0722.00201.0240b_05020;61;225;164
ESCO.0722.00201;ESCO.0722.00201.0029;ESCO.0722.00201.0029i_03709;37239;38312;1073
ESCO.0722.00201;ESCO.0722.00201.0029;ESCO.0722.00201.0029i_03741;67549;70920;3371
ESCO.0722.00201;ESCO.0722.00201.0029;ESCO.0722.00201.0029i_03773;101037;101240;203
ESCO.0722.00201;ESCO.0722.00201.0039;ESCO.0722.00201.0039i_04381;28617;28814;197
ESCO.0722.00201;ESCO.0722.00201.0142;ESCO.0722.00201.0142b_04925;512;640;128
ESCO.0722.00201;ESCO.0722.00201.0330;ESCO.0722.00201.0330b_05085;2;82;80
ESCO.0722.00201;ESCO.0722.00201.0039;ESCO.0722.00201.0039i_04382;28816;29445;629
ESCO.0722.00201;ESCO.0722.00201.0282;ESCO.0722.00201.0282b_05054;1;138;137
ESCO.0722.00201;ESCO.0722.00201.0126;ESCO.0722.00201.0126b_04903;2;127;125
ESCO.0722.00201;ESCO.0722.00201.0254;ESCO.0722.00201.0254b_05031;1;207;206
ESCO.0722.00201;ESCO.0722.00201.0029;ESCO.0722.00201.0029i_03720;50680;52593;1913
ESCO.0722.00201;ESCO.0722.00201.0029;ESCO.0722.00201.0029b_03784;107334;108005;671
ESCO.0722.00201;ESCO.0722.00201.0035;ESCO.0722.00201.0035b_04168;50275;50718;443
ESCO.0722.00201;ESCO.0722.00201.0062;ESCO.0722.00201.0062b_04712;5867;7000;1133
ESCO.0722.00201;ESCO.0722.00201.0255;ESCO.0722.00201.0255b_05032;2;208;206
ESCO.0722.00201;ESCO.0722.00201.0029;ESCO.0722.00201.0029i_03721;52713;53273;560
ESCO.0722.00201;ESCO.0722.00201.0109;ESCO.0722.00201.0109b_04873;3;152;149
ESCO.0722.00201;ESCO.0722.00201.0153;ESCO.0722.00201.0153b_04937;2;466;464
ESCO.0722.00201;ESCO.0722.00201.0187;ESCO.0722.00201.0187b_04969;3;308;305
ESCO.0722.00201;ESCO.0722.00201.0256;ESCO.0722.00201.0256b_05033;2;205;203
ESCO.0722.00201;ESCO.0722.00201.0079;ESCO.0722.00201.0079b_04792;3;74;71
ESCO.0722.00201;ESCO.0722.00201.0117;ESCO.0722.00201.0117b_04888;3;149;146
ESCO.0722.00201;ESCO.0722.00201.0235;ESCO.0722.00201.0235b_05016;1;135;134
ESCO.0722.00201;ESCO.0722.00201.0199;ESCO.0722.00201.0199b_04981;3;287;284
ESCO.0722.00201;ESCO.0722.00201.0016;ESCO.0722.00201.0016i_02646;38938;39252;314
ESCO.0722.00201;ESCO.0722.00201.0023;ESCO.0722.00201.0023i_03190;141861;142478;617
ESCO.0722.00201;ESCO.0722.00201.0029;ESCO.0722.00201.0029i_03670;6405;6947;542
ESCO.0722.00201;ESCO.0722.00201.0077;ESCO.0722.00201.0077b_04790;256;1395;1139
ESCO.0722.00201;ESCO.0722.00201.0099;ESCO.0722.00201.0099b_04854;1228;1437;209
ESCO.0722.00201;ESCO.0722.00201.0137;ESCO.0722.00201.0137b_04918;1;666;665
ESCO.0722.00201;ESCO.0722.00201.0233;ESCO.0722.00201.0233b_05014;69;236;167
ESCO.0722.00201;ESCO.0722.00201.0318;ESCO.0722.00201.0318b_05078;2;97;95
ESCO.0722.00201;ESCO.0722.00201.0023;ESCO.0722.00201.0023i_03191;142602;143162;560
ESCO.0722.00201;ESCO.0722.00201.0061;ESCO.0722.00201.0061i_04695;716;946;230
ESCO.0722.00201;ESCO.0722.00201.0078;ESCO.0722.00201.0078b_04791;3;1250;1247
ESCO.0722.00201;ESCO.0722.00201.0202;ESCO.0722.00201.0202b_04983;3;281;278
ESCO.0722.00201;ESCO.0722.00201.0269;ESCO.0722.00201.0269b_05047;2;154;152
ESCO.0722.00215;ESCO.0722.00215.0013;ESCO.0722.00215.0013i_02191;85413;86141;728
ESCO.0722.00215;ESCO.0722.00215.0013;ESCO.0722.00215.0013i_02255;149443;149766;323
ESCO.0722.00215;ESCO.0722.00215.0132;ESCO.0722.00215.0132b_04559;3;167;164
ESCO.0722.00215;ESCO.0722.00215.0013;ESCO.0722.00215.0013i_02192;86095;86664;569
ESCO.0722.00215;ESCO.0722.00215.0002;ESCO.0722.00215.0002b_00415;117848;118414;566
ESCO.0722.00215;ESCO.0722.00215.0030;ESCO.0722.00215.0030b_03551;137;733;596
ESCO.0722.00215;ESCO.0722.00215.0032;ESCO.0722.00215.0032i_03711;42072;42266;194
ESCO.0722.00215;ESCO.0722.00215.0040;ESCO.0722.00215.0040b_04031;35621;35959;338
ESCO.0722.00215;ESCO.0722.00215.0071;ESCO.0722.00215.0071b_04479;2;160;158
ESCO.0722.00215;ESCO.0722.00215.0153;ESCO.0722.00215.0153b_04575;33;212;179
ESCO.0722.00215;ESCO.0722.00215.0003;ESCO.0722.00215.0003b_00416;3;467;464
ESCO.0722.00215;ESCO.0722.00215.0019;ESCO.0722.00215.0019i_02880;26101;26958;857
ESCO.0722.00215;ESCO.0722.00215.0032;ESCO.0722.00215.0032i_03712;42232;42447;215
ESCO.0722.00215;ESCO.0722.00215.0071;ESCO.0722.00215.0071i_04480;191;505;314
